date,price,currency
2022-07-17,0.1,the-graph
2022-07-18,0.108,the-graph
2022-07-19,0.112,the-graph
2022-07-20,0.114,the-graph
2022-07-21,0.105,the-graph
2022-07-22,0.109,the-graph
2022-07-23,0.105,the-graph
2022-07-24,0.106,the-graph
2022-07-25,0.101,the-graph
2022-07-26,0.096,the-graph
2022-07-27,0.099,the-graph
2022-07-28,0.112,the-graph
2022-07-29,0.128,the-graph
2022-07-30,0.135,the-graph
2022-07-31,0.135,the-graph
2022-08-01,0.128,the-graph
2022-08-02,0.119,the-graph
2022-08-03,0.121,the-graph
2022-08-04,0.121,the-graph
2022-08-05,0.126,the-graph
2022-08-06,0.13,the-graph
2022-08-07,0.128,the-graph
2022-08-08,0.144,the-graph
2022-08-09,0.144,the-graph
2022-08-10,0.141,the-graph
2022-08-11,0.144,the-graph
2022-08-12,0.143,the-graph
2022-08-13,0.145,the-graph
2022-08-14,0.144,the-graph
2022-08-15,0.137,the-graph
2022-08-16,0.132,the-graph
2022-08-17,0.128,the-graph
2022-08-18,0.123,the-graph
2022-08-19,0.108,the-graph
2022-08-20,0.106,the-graph
2022-08-21,0.107,the-graph
2022-08-22,0.106,the-graph
2022-08-23,0.111,the-graph
2022-08-24,0.114,the-graph
2022-08-25,0.117,the-graph
2022-08-26,0.11,the-graph
2022-08-27,0.103,the-graph
2022-08-28,0.103,the-graph
2022-08-29,0.103,the-graph
2022-08-30,0.105,the-graph
2022-08-31,0.105,the-graph
2022-09-01,0.103,the-graph
2022-09-02,0.104,the-graph
2022-09-03,0.102,the-graph
2022-09-04,0.103,the-graph
2022-09-05,0.103,the-graph
2022-09-06,0.105,the-graph
2022-09-07,0.101,the-graph
2022-09-08,0.104,the-graph
2022-09-09,0.109,the-graph
2022-09-10,0.115,the-graph
2022-09-11,0.118,the-graph
2022-09-12,0.121,the-graph
2022-09-13,0.117,the-graph
2022-09-14,0.111,the-graph
2022-09-15,0.111,the-graph
2022-09-16,0.107,the-graph
2022-09-17,0.108,the-graph
2022-09-18,0.106,the-graph
2022-09-19,0.101,the-graph
2022-09-20,0.1,the-graph
2022-09-21,0.097,the-graph
2022-09-22,0.098,the-graph
2022-09-23,0.101,the-graph
2022-09-24,0.102,the-graph
2022-09-25,0.104,the-graph
2022-09-26,0.101,the-graph
2022-09-27,0.103,the-graph
2022-09-28,0.098,the-graph
2022-09-29,0.098,the-graph
2022-09-30,0.099,the-graph
2022-10-01,0.098,the-graph
2022-10-02,0.097,the-graph
2022-10-03,0.096,the-graph
2022-10-04,0.1,the-graph
2022-10-05,0.1,the-graph
2022-10-06,0.101,the-graph
2022-10-07,0.098,the-graph
2022-10-08,0.098,the-graph
2022-10-09,0.097,the-graph
2022-10-10,0.095,the-graph
2022-10-11,0.09,the-graph
2022-10-12,0.089,the-graph
2022-10-13,0.086,the-graph
2022-10-14,0.088,the-graph
2022-10-15,0.085,the-graph
2022-10-16,0.086,the-graph
2022-10-17,0.086,the-graph
2022-10-18,0.085,the-graph
2022-10-19,0.081,the-graph
2022-10-20,0.08,the-graph
2022-10-21,0.078,the-graph
2022-10-22,0.078,the-graph
2022-10-23,0.078,the-graph
2022-10-24,0.08,the-graph
2022-10-25,0.081,the-graph
2022-10-26,0.082,the-graph
2022-10-27,0.083,the-graph
2022-10-28,0.081,the-graph
2022-10-29,0.084,the-graph
2022-10-30,0.084,the-graph
2022-10-31,0.083,the-graph
2022-11-01,0.085,the-graph
2022-11-02,0.082,the-graph
2022-11-03,0.088,the-graph
2022-11-04,0.094,the-graph
2022-11-05,0.099,the-graph
2022-11-06,0.096,the-graph
2022-11-07,0.09,the-graph
2022-11-08,0.082,the-graph
2022-11-09,0.068,the-graph
2022-11-10,0.066,the-graph
2022-11-11,0.066,the-graph
2022-11-12,0.063,the-graph
2022-11-13,0.063,the-graph
2022-11-14,0.062,the-graph
2022-11-15,0.065,the-graph
2022-11-16,0.063,the-graph
2022-11-17,0.061,the-graph
2022-11-18,0.061,the-graph
2022-11-19,0.06,the-graph
2022-11-20,0.059,the-graph
2022-11-21,0.055,the-graph
2022-11-22,0.054,the-graph
2022-11-23,0.059,the-graph
2022-11-24,0.061,the-graph
2022-11-25,0.062,the-graph
2022-11-26,0.064,the-graph
2022-11-27,0.065,the-graph
2022-11-28,0.061,the-graph
2022-11-29,0.063,the-graph
2022-11-30,0.063,the-graph
2022-12-01,0.064,the-graph
2022-12-02,0.065,the-graph
2022-12-03,0.065,the-graph
2022-12-04,0.064,the-graph
2022-12-05,0.065,the-graph
2022-12-06,0.064,the-graph
2022-12-07,0.063,the-graph
2022-12-08,0.062,the-graph
2022-12-09,0.066,the-graph
2022-12-10,0.07,the-graph
2022-12-11,0.07,the-graph
2022-12-12,0.068,the-graph
2022-12-13,0.067,the-graph
2022-12-14,0.067,the-graph
2022-12-15,0.065,the-graph
2022-12-16,0.062,the-graph
2022-12-17,0.057,the-graph
2022-12-18,0.058,the-graph
2022-12-19,0.057,the-graph
2022-12-20,0.057,the-graph
2022-12-21,0.057,the-graph
2022-12-22,0.058,the-graph
2022-12-23,0.058,the-graph
2022-12-24,0.058,the-graph
2022-12-25,0.057,the-graph
2022-12-26,0.06,the-graph
2022-12-27,0.059,the-graph
2022-12-28,0.057,the-graph
2022-12-29,0.056,the-graph
2022-12-30,0.055,the-graph
2022-12-31,0.055,the-graph
2023-01-02,0.059,the-graph
2023-01-03,0.06,the-graph
2023-01-04,0.061,the-graph
2023-01-05,0.061,the-graph
2023-01-06,0.06,the-graph
2023-01-07,0.062,the-graph
2023-01-08,0.067,the-graph
2023-01-09,0.071,the-graph
2023-01-10,0.071,the-graph
2023-01-11,0.071,the-graph
2023-01-12,0.072,the-graph
2023-01-13,0.074,the-graph
2023-01-14,0.079,the-graph
2023-01-15,0.083,the-graph
2023-01-16,0.084,the-graph
2023-01-17,0.083,the-graph
2023-01-18,0.079,the-graph
2023-01-19,0.076,the-graph
2023-01-20,0.079,the-graph
2023-01-21,0.085,the-graph
2023-01-22,0.084,the-graph
2023-01-23,0.088,the-graph
2023-01-24,0.093,the-graph
2023-01-25,0.09,the-graph
2023-01-26,0.091,the-graph
2023-01-27,0.093,the-graph
2023-01-28,0.094,the-graph
2023-01-29,0.095,the-graph
2023-01-30,0.091,the-graph
2023-01-31,0.089,the-graph
2023-02-01,0.088,the-graph
2023-02-02,0.095,the-graph
2023-02-03,0.097,the-graph
2023-02-04,0.102,the-graph
2023-02-05,0.117,the-graph
2023-02-06,0.132,the-graph
2023-02-07,0.17,the-graph
2023-02-08,0.188,the-graph
2023-02-09,0.169,the-graph
2023-02-10,0.158,the-graph
2023-02-11,0.161,the-graph
2023-02-12,0.163,the-graph
2023-02-13,0.149,the-graph
2023-02-14,0.158,the-graph
2023-02-15,0.175,the-graph
2023-02-16,0.178,the-graph
2023-02-17,0.169,the-graph
2023-02-18,0.171,the-graph
2023-02-19,0.178,the-graph
2023-02-20,0.171,the-graph
2023-02-21,0.171,the-graph
2023-02-22,0.161,the-graph
2023-02-23,0.165,the-graph
2023-02-24,0.16,the-graph
2023-02-25,0.15,the-graph
2023-02-26,0.156,the-graph
2023-02-27,0.159,the-graph
2023-02-28,0.158,the-graph
2023-03-01,0.159,the-graph
2023-03-02,0.155,the-graph
2023-03-03,0.146,the-graph
2023-03-04,0.143,the-graph
2023-03-05,0.144,the-graph
2023-03-06,0.14,the-graph
2023-03-07,0.14,the-graph
2023-03-08,0.131,the-graph
2023-03-09,0.124,the-graph
2023-03-10,0.114,the-graph
2023-03-11,0.114,the-graph
2023-03-12,0.116,the-graph
2023-03-13,0.138,the-graph
2023-03-14,0.149,the-graph
2023-03-15,0.148,the-graph
2023-03-16,0.15,the-graph
2023-03-17,0.153,the-graph
2023-03-18,0.163,the-graph
2023-03-19,0.16,the-graph
2023-03-20,0.153,the-graph
2023-03-21,0.15,the-graph
2023-03-22,0.149,the-graph
2023-03-23,0.151,the-graph
2023-03-24,0.147,the-graph
2023-03-25,0.141,the-graph
2023-03-26,0.14,the-graph
2023-03-27,0.137,the-graph
2023-03-28,0.134,the-graph
2023-03-29,0.146,the-graph
2023-03-30,0.144,the-graph
2023-03-31,0.144,the-graph
2023-04-01,0.144,the-graph
2023-04-02,0.141,the-graph
2023-04-03,0.139,the-graph
2023-04-04,0.141,the-graph
2023-04-05,0.15,the-graph
2023-04-06,0.146,the-graph
2023-04-07,0.143,the-graph
2023-04-08,0.144,the-graph
2023-04-09,0.143,the-graph
2023-04-10,0.145,the-graph
2023-04-11,0.15,the-graph
2023-04-12,0.146,the-graph
2023-04-13,0.149,the-graph
2023-04-14,0.157,the-graph
2023-04-15,0.166,the-graph
2023-04-16,0.168,the-graph
2023-04-17,0.168,the-graph
2023-04-18,0.171,the-graph
2023-04-19,0.161,the-graph
2023-04-20,0.152,the-graph
2023-04-21,0.144,the-graph
2023-04-22,0.139,the-graph
2023-04-23,0.14,the-graph
2023-04-24,0.138,the-graph
2023-04-25,0.135,the-graph
2023-04-26,0.143,the-graph
2023-04-27,0.14,the-graph
2023-04-28,0.138,the-graph
2023-04-29,0.139,the-graph
2023-04-30,0.139,the-graph
2023-05-01,0.134,the-graph
2023-05-02,0.131,the-graph
2023-05-03,0.132,the-graph
2023-05-04,0.134,the-graph
2023-05-05,0.133,the-graph
2023-05-06,0.13,the-graph
2023-05-07,0.128,the-graph
2023-05-08,0.119,the-graph
2023-05-09,0.116,the-graph
2023-05-10,0.116,the-graph
2023-05-11,0.115,the-graph
2023-05-12,0.113,the-graph
2023-05-13,0.117,the-graph
2023-05-14,0.117,the-graph
2023-05-15,0.125,the-graph
2023-05-16,0.123,the-graph
2022-05-18,1.001,paxos-standard
2022-05-19,1.001,paxos-standard
2022-05-20,1.001,paxos-standard
2022-05-21,1.001,paxos-standard
2022-05-22,1.001,paxos-standard
2022-05-23,1.001,paxos-standard
2022-05-24,1.001,paxos-standard
2022-05-25,1.001,paxos-standard
2022-05-26,1.001,paxos-standard
2022-05-27,1.002,paxos-standard
2022-05-28,1.002,paxos-standard
2022-05-29,1.001,paxos-standard
2022-05-30,1.0,paxos-standard
2022-05-31,1.0,paxos-standard
2022-06-01,1.001,paxos-standard
2022-06-02,1.001,paxos-standard
2022-06-03,1.001,paxos-standard
2022-06-04,1.001,paxos-standard
2022-06-05,1.001,paxos-standard
2022-06-06,1.0,paxos-standard
2022-06-07,1.001,paxos-standard
2022-06-08,1.0,paxos-standard
2022-06-09,1.0,paxos-standard
2022-06-10,1.001,paxos-standard
2022-06-11,1.002,paxos-standard
2022-06-12,1.002,paxos-standard
2022-06-13,1.002,paxos-standard
2022-06-14,1.001,paxos-standard
2022-06-15,1.001,paxos-standard
2022-06-16,1.001,paxos-standard
2022-06-17,1.001,paxos-standard
2022-06-18,1.001,paxos-standard
2022-06-19,1.001,paxos-standard
2022-06-20,1.001,paxos-standard
2022-06-21,1.0,paxos-standard
2022-06-22,1.0,paxos-standard
2022-06-23,1.0,paxos-standard
2022-06-24,1.0,paxos-standard
2022-06-25,1.001,paxos-standard
2022-06-26,1.001,paxos-standard
2022-06-27,1.001,paxos-standard
2022-06-28,1.001,paxos-standard
2022-06-29,1.001,paxos-standard
2022-06-30,1.001,paxos-standard
2022-07-01,1.0,paxos-standard
2022-07-02,1.0,paxos-standard
2022-07-03,1.0,paxos-standard
2022-07-04,1.0,paxos-standard
2022-07-06,1.0,paxos-standard
2022-07-07,1.0,paxos-standard
2022-07-08,1.0,paxos-standard
2022-07-09,1.001,paxos-standard
2022-07-10,1.001,paxos-standard
2022-07-11,1.0,paxos-standard
2022-07-12,1.001,paxos-standard
2022-07-13,1.001,paxos-standard
2022-07-14,1.0,paxos-standard
2022-07-15,1.0,paxos-standard
2022-07-16,0.999,paxos-standard
2022-07-17,0.999,paxos-standard
2022-07-18,0.999,paxos-standard
2022-07-19,1.0,paxos-standard
2022-07-20,1.0,paxos-standard
2022-07-21,1.001,paxos-standard
2022-07-22,1.001,paxos-standard
2022-07-23,1.001,paxos-standard
2022-07-24,1.001,paxos-standard
2022-07-25,1.001,paxos-standard
2022-07-26,1.002,paxos-standard
2022-07-27,1.001,paxos-standard
2022-07-28,1.0,paxos-standard
2022-07-29,1.0,paxos-standard
2022-07-30,1.0,paxos-standard
2022-07-31,1.0,paxos-standard
2022-08-01,1.0,paxos-standard
2022-08-02,1.0,paxos-standard
2022-08-03,1.0,paxos-standard
2022-08-04,1.0,paxos-standard
2022-08-05,1.0,paxos-standard
2022-08-06,1.0,paxos-standard
2022-08-07,1.0,paxos-standard
2022-08-08,1.0,paxos-standard
2022-08-09,1.001,paxos-standard
2022-08-10,1.0,paxos-standard
2022-08-11,1.0,paxos-standard
2022-08-12,0.999,paxos-standard
2022-08-13,0.999,paxos-standard
2022-08-14,0.999,paxos-standard
2022-08-15,1.0,paxos-standard
2022-08-16,1.0,paxos-standard
2022-08-17,1.0,paxos-standard
2022-08-18,1.0,paxos-standard
2022-08-19,1.0,paxos-standard
2022-08-20,1.001,paxos-standard
2022-08-21,1.001,paxos-standard
2022-08-22,1.001,paxos-standard
2022-08-23,1.0,paxos-standard
2022-08-24,0.999,paxos-standard
2022-08-25,1.0,paxos-standard
2022-08-26,1.0,paxos-standard
2022-08-27,1.001,paxos-standard
2022-08-28,1.001,paxos-standard
2022-08-29,1.0,paxos-standard
2022-08-30,1.0,paxos-standard
2022-08-31,1.0,paxos-standard
2022-09-01,1.0,paxos-standard
2022-09-02,1.0,paxos-standard
2022-09-03,1.0,paxos-standard
2022-09-04,1.0,paxos-standard
2022-09-05,1.0,paxos-standard
2022-09-06,0.998,paxos-standard
2022-09-07,0.999,paxos-standard
2022-09-08,0.999,paxos-standard
2022-09-09,0.999,paxos-standard
2022-09-10,1.001,paxos-standard
2022-09-11,1.002,paxos-standard
2022-09-12,0.999,paxos-standard
2022-09-13,0.998,paxos-standard
2022-09-14,0.999,paxos-standard
2022-09-15,1.0,paxos-standard
2022-09-16,0.999,paxos-standard
2022-09-17,0.998,paxos-standard
2022-09-18,1.001,paxos-standard
2022-09-19,1.0,paxos-standard
2022-09-20,0.998,paxos-standard
2022-09-21,0.997,paxos-standard
2022-09-22,0.996,paxos-standard
2022-09-23,0.999,paxos-standard
2022-09-24,0.999,paxos-standard
2022-09-25,0.999,paxos-standard
2022-09-26,0.997,paxos-standard
2022-09-27,0.995,paxos-standard
2022-09-28,0.996,paxos-standard
2022-09-29,0.997,paxos-standard
2022-09-30,0.998,paxos-standard
2022-10-01,1.001,paxos-standard
2022-10-02,0.995,paxos-standard
2022-10-03,0.989,paxos-standard
2022-10-04,0.987,paxos-standard
2022-10-05,0.986,paxos-standard
2022-10-06,0.985,paxos-standard
2022-10-07,0.988,paxos-standard
2022-10-08,0.989,paxos-standard
2022-10-09,0.993,paxos-standard
2022-10-10,0.99,paxos-standard
2022-10-11,0.989,paxos-standard
2022-10-12,0.99,paxos-standard
2022-10-13,0.987,paxos-standard
2022-10-14,0.986,paxos-standard
2022-10-15,0.991,paxos-standard
2022-10-16,0.992,paxos-standard
2022-10-17,0.99,paxos-standard
2022-10-18,0.986,paxos-standard
2022-10-19,0.987,paxos-standard
2022-10-20,0.987,paxos-standard
2022-10-21,0.987,paxos-standard
2022-10-22,0.985,paxos-standard
2022-10-23,0.987,paxos-standard
2022-10-24,0.986,paxos-standard
2022-10-25,0.988,paxos-standard
2022-10-26,0.983,paxos-standard
2022-10-27,0.984,paxos-standard
2022-10-28,0.984,paxos-standard
2022-10-29,0.983,paxos-standard
2022-10-30,0.984,paxos-standard
2022-10-31,0.984,paxos-standard
2022-11-01,0.982,paxos-standard
2022-11-02,0.986,paxos-standard
2022-11-03,0.984,paxos-standard
2022-11-04,0.985,paxos-standard
2022-11-05,0.985,paxos-standard
2022-11-06,0.986,paxos-standard
2022-11-07,0.986,paxos-standard
2022-11-08,0.986,paxos-standard
2022-11-09,0.985,paxos-standard
2022-11-10,0.982,paxos-standard
2022-11-11,0.983,paxos-standard
2022-11-12,0.982,paxos-standard
2022-11-13,0.987,paxos-standard
2022-11-14,0.989,paxos-standard
2022-11-15,0.989,paxos-standard
2022-11-16,0.99,paxos-standard
2022-11-17,0.991,paxos-standard
2022-11-18,0.993,paxos-standard
2022-11-19,0.992,paxos-standard
2022-11-20,0.992,paxos-standard
2022-11-21,0.991,paxos-standard
2022-11-22,0.992,paxos-standard
2022-11-23,0.991,paxos-standard
2022-11-24,0.991,paxos-standard
2022-11-25,0.99,paxos-standard
2022-11-26,0.993,paxos-standard
2022-11-27,0.997,paxos-standard
2022-11-28,0.992,paxos-standard
2022-11-29,0.991,paxos-standard
2022-11-30,0.991,paxos-standard
2022-12-01,0.992,paxos-standard
2022-12-02,0.994,paxos-standard
2022-12-03,0.99,paxos-standard
2022-12-04,0.993,paxos-standard
2022-12-05,0.992,paxos-standard
2022-12-06,0.993,paxos-standard
2022-12-07,0.991,paxos-standard
2022-12-08,0.992,paxos-standard
2022-12-09,0.991,paxos-standard
2022-12-10,0.992,paxos-standard
2022-12-11,0.982,paxos-standard
2022-12-12,0.983,paxos-standard
2022-12-13,0.984,paxos-standard
2022-12-14,0.984,paxos-standard
2022-12-15,0.983,paxos-standard
2022-12-16,0.984,paxos-standard
2022-12-17,0.984,paxos-standard
2022-12-18,0.984,paxos-standard
2022-12-19,0.984,paxos-standard
2022-12-20,0.983,paxos-standard
2022-12-21,0.983,paxos-standard
2022-12-22,0.982,paxos-standard
2022-12-23,0.983,paxos-standard
2022-12-24,0.982,paxos-standard
2022-12-25,0.982,paxos-standard
2022-12-26,0.983,paxos-standard
2022-12-27,0.982,paxos-standard
2022-12-28,0.984,paxos-standard
2022-12-29,0.983,paxos-standard
2022-12-30,0.983,paxos-standard
2022-12-31,0.984,paxos-standard
2023-01-02,0.979,paxos-standard
2023-01-03,0.982,paxos-standard
2023-01-04,0.983,paxos-standard
2023-01-05,0.982,paxos-standard
2023-01-06,0.981,paxos-standard
2023-01-07,0.981,paxos-standard
2023-01-08,0.983,paxos-standard
2023-01-09,0.982,paxos-standard
2023-01-10,0.983,paxos-standard
2023-01-11,0.993,paxos-standard
2023-01-12,1.005,paxos-standard
2023-01-13,1.01,paxos-standard
2023-01-14,1.001,paxos-standard
2023-01-15,1.012,paxos-standard
2023-01-16,1.015,paxos-standard
2023-01-17,1.019,paxos-standard
2023-01-18,1.023,paxos-standard
2023-01-19,0.995,paxos-standard
2023-01-20,0.978,paxos-standard
2023-01-21,0.979,paxos-standard
2023-01-22,0.978,paxos-standard
2023-01-23,0.978,paxos-standard
2023-01-24,0.98,paxos-standard
2023-01-25,0.979,paxos-standard
2023-01-26,0.978,paxos-standard
2023-01-27,0.983,paxos-standard
2023-01-28,0.978,paxos-standard
2023-01-29,0.973,paxos-standard
2023-01-30,0.97,paxos-standard
2023-01-31,0.972,paxos-standard
2023-02-01,0.975,paxos-standard
2023-02-02,0.972,paxos-standard
2023-02-03,0.968,paxos-standard
2023-02-04,0.972,paxos-standard
2023-02-05,0.966,paxos-standard
2023-02-06,0.969,paxos-standard
2023-02-07,0.95,paxos-standard
2023-02-08,0.947,paxos-standard
2023-02-09,0.951,paxos-standard
2023-02-10,0.95,paxos-standard
2023-02-11,0.955,paxos-standard
2023-02-12,0.98,paxos-standard
2023-02-13,0.972,paxos-standard
2023-02-14,0.977,paxos-standard
2023-02-15,0.966,paxos-standard
2023-02-16,0.968,paxos-standard
2023-02-17,0.963,paxos-standard
2023-02-18,0.962,paxos-standard
2023-02-19,0.959,paxos-standard
2023-02-20,0.965,paxos-standard
2023-02-21,0.958,paxos-standard
2023-02-22,0.974,paxos-standard
2023-02-23,0.967,paxos-standard
2023-02-24,0.962,paxos-standard
2023-02-25,0.961,paxos-standard
2023-02-26,0.979,paxos-standard
2023-02-27,0.976,paxos-standard
2023-02-28,0.964,paxos-standard
2023-03-01,0.959,paxos-standard
2023-03-02,0.95,paxos-standard
2023-03-03,0.959,paxos-standard
2023-03-04,2.61,paxos-standard
2023-03-05,1.783,paxos-standard
2023-03-06,0.956,paxos-standard
2023-03-07,0.979,paxos-standard
2023-03-08,0.976,paxos-standard
2023-03-09,0.973,paxos-standard
2023-03-10,0.996,paxos-standard
2023-03-11,0.997,paxos-standard
2023-03-12,0.991,paxos-standard
2023-03-13,0.993,paxos-standard
2023-03-14,0.998,paxos-standard
2023-03-15,1.0,paxos-standard
2023-03-16,1.0,paxos-standard
2023-03-17,1.0,paxos-standard
2023-03-18,1.002,paxos-standard
2023-03-19,1.001,paxos-standard
2023-03-20,1.0,paxos-standard
2023-03-21,1.001,paxos-standard
2023-03-22,1.001,paxos-standard
2023-03-23,1.002,paxos-standard
2023-03-24,1.001,paxos-standard
2023-03-25,1.001,paxos-standard
2023-03-26,1.001,paxos-standard
2023-03-27,1.0,paxos-standard
2023-03-28,1.001,paxos-standard
2023-03-29,1.001,paxos-standard
2023-03-30,1.002,paxos-standard
2023-03-31,1.001,paxos-standard
2023-04-01,1.002,paxos-standard
2023-04-02,1.002,paxos-standard
2023-04-03,1.001,paxos-standard
2023-04-04,1.001,paxos-standard
2023-04-05,1.001,paxos-standard
2023-04-06,1.002,paxos-standard
2023-04-07,1.002,paxos-standard
2023-04-08,1.004,paxos-standard
2023-04-09,1.005,paxos-standard
2023-04-10,1.001,paxos-standard
2023-04-11,1.001,paxos-standard
2023-04-12,1.001,paxos-standard
2023-04-13,1.002,paxos-standard
2023-04-14,1.001,paxos-standard
2023-04-15,1.001,paxos-standard
2023-04-16,1.002,paxos-standard
2023-04-17,1.0,paxos-standard
2023-04-18,1.0,paxos-standard
2023-04-19,1.001,paxos-standard
2023-04-20,1.001,paxos-standard
2023-04-21,1.001,paxos-standard
2023-04-22,1.003,paxos-standard
2023-04-23,1.004,paxos-standard
2023-04-24,1.002,paxos-standard
2023-04-25,1.001,paxos-standard
2023-04-26,1.0,paxos-standard
2023-04-27,1.0,paxos-standard
2023-04-28,1.0,paxos-standard
2023-04-29,1.003,paxos-standard
2023-04-30,1.004,paxos-standard
2023-05-01,1.001,paxos-standard
2023-05-02,1.001,paxos-standard
2023-05-03,1.001,paxos-standard
2023-05-04,1.0,paxos-standard
2023-05-05,1.001,paxos-standard
2023-05-06,1.005,paxos-standard
2023-05-07,1.005,paxos-standard
2023-05-08,1.002,paxos-standard
2023-05-09,1.001,paxos-standard
2023-05-10,1.0,paxos-standard
2023-05-11,1.0,paxos-standard
2023-05-12,1.0,paxos-standard
2023-05-13,1.003,paxos-standard
2023-05-14,1.002,paxos-standard
2023-05-15,1.0,paxos-standard
2023-05-16,1.0,paxos-standard
2022-05-18,0.343,fantom
2022-05-19,0.329,fantom
2022-05-20,0.345,fantom
2022-05-21,0.384,fantom
2022-05-22,0.425,fantom
2022-05-23,0.471,fantom
2022-05-24,0.427,fantom
2022-05-25,0.413,fantom
2022-05-26,0.385,fantom
2022-05-27,0.357,fantom
2022-05-28,0.359,fantom
2022-05-29,0.365,fantom
2022-05-30,0.395,fantom
2022-05-31,0.408,fantom
2022-06-01,0.389,fantom
2022-06-02,0.368,fantom
2022-06-03,0.363,fantom
2022-06-04,0.351,fantom
2022-06-05,0.351,fantom
2022-06-06,0.37,fantom
2022-06-07,0.348,fantom
2022-06-08,0.347,fantom
2022-06-09,0.339,fantom
2022-06-10,0.324,fantom
2022-06-11,0.298,fantom
2022-06-12,0.249,fantom
2022-06-13,0.217,fantom
2022-06-14,0.239,fantom
2022-06-15,0.228,fantom
2022-06-16,0.236,fantom
2022-06-17,0.238,fantom
2022-06-18,0.225,fantom
2022-06-19,0.227,fantom
2022-06-20,0.249,fantom
2022-06-21,0.271,fantom
2022-06-22,0.262,fantom
2022-06-23,0.265,fantom
2022-06-24,0.28,fantom
2022-06-25,0.302,fantom
2022-06-26,0.3,fantom
2022-06-27,0.284,fantom
2022-06-28,0.279,fantom
2022-06-29,0.265,fantom
2022-06-30,0.247,fantom
2022-07-01,0.25,fantom
2022-07-02,0.243,fantom
2022-07-03,0.249,fantom
2022-07-04,0.257,fantom
2022-07-06,0.257,fantom
2022-07-07,0.267,fantom
2022-07-08,0.278,fantom
2022-07-09,0.281,fantom
2022-07-10,0.27,fantom
2022-07-11,0.26,fantom
2022-07-12,0.244,fantom
2022-07-13,0.235,fantom
2022-07-14,0.243,fantom
2022-07-15,0.257,fantom
2022-07-16,0.254,fantom
2022-07-17,0.262,fantom
2022-07-18,0.277,fantom
2022-07-19,0.325,fantom
2022-07-20,0.334,fantom
2022-07-21,0.314,fantom
2022-07-22,0.328,fantom
2022-07-23,0.338,fantom
2022-07-24,0.344,fantom
2022-07-25,0.322,fantom
2022-07-26,0.297,fantom
2022-07-27,0.306,fantom
2022-07-28,0.33,fantom
2022-07-29,0.338,fantom
2022-07-30,0.346,fantom
2022-07-31,0.343,fantom
2022-08-01,0.337,fantom
2022-08-02,0.332,fantom
2022-08-03,0.337,fantom
2022-08-04,0.356,fantom
2022-08-05,0.375,fantom
2022-08-06,0.375,fantom
2022-08-07,0.369,fantom
2022-08-08,0.381,fantom
2022-08-09,0.374,fantom
2022-08-10,0.39,fantom
2022-08-11,0.4,fantom
2022-08-12,0.396,fantom
2022-08-13,0.404,fantom
2022-08-14,0.398,fantom
2022-08-15,0.384,fantom
2022-08-16,0.371,fantom
2022-08-17,0.363,fantom
2022-08-18,0.353,fantom
2022-08-19,0.311,fantom
2022-08-20,0.304,fantom
2022-08-21,0.304,fantom
2022-08-22,0.294,fantom
2022-08-23,0.301,fantom
2022-08-24,0.304,fantom
2022-08-25,0.309,fantom
2022-08-26,0.294,fantom
2022-08-27,0.274,fantom
2022-08-28,0.275,fantom
2022-08-29,0.272,fantom
2022-08-30,0.279,fantom
2022-08-31,0.28,fantom
2022-09-01,0.27,fantom
2022-09-02,0.272,fantom
2022-09-03,0.268,fantom
2022-09-04,0.27,fantom
2022-09-05,0.266,fantom
2022-09-06,0.262,fantom
2022-09-07,0.249,fantom
2022-09-08,0.253,fantom
2022-09-09,0.266,fantom
2022-09-10,0.276,fantom
2022-09-11,0.274,fantom
2022-09-12,0.273,fantom
2022-09-13,0.261,fantom
2022-09-14,0.25,fantom
2022-09-15,0.244,fantom
2022-09-16,0.243,fantom
2022-09-17,0.249,fantom
2022-09-18,0.246,fantom
2022-09-19,0.227,fantom
2022-09-20,0.229,fantom
2022-09-21,0.227,fantom
2022-09-22,0.229,fantom
2022-09-23,0.231,fantom
2022-09-24,0.233,fantom
2022-09-25,0.228,fantom
2022-09-26,0.226,fantom
2022-09-27,0.232,fantom
2022-09-28,0.225,fantom
2022-09-29,0.227,fantom
2022-09-30,0.227,fantom
2022-10-01,0.225,fantom
2022-10-02,0.222,fantom
2022-10-03,0.221,fantom
2022-10-04,0.227,fantom
2022-10-05,0.225,fantom
2022-10-06,0.225,fantom
2022-10-07,0.223,fantom
2022-10-08,0.222,fantom
2022-10-09,0.222,fantom
2022-10-10,0.218,fantom
2022-10-11,0.206,fantom
2022-10-12,0.207,fantom
2022-10-13,0.202,fantom
2022-10-14,0.207,fantom
2022-10-15,0.204,fantom
2022-10-16,0.206,fantom
2022-10-17,0.209,fantom
2022-10-18,0.211,fantom
2022-10-19,0.206,fantom
2022-10-20,0.201,fantom
2022-10-21,0.2,fantom
2022-10-22,0.204,fantom
2022-10-23,0.205,fantom
2022-10-24,0.206,fantom
2022-10-25,0.207,fantom
2022-10-26,0.217,fantom
2022-10-27,0.221,fantom
2022-10-28,0.219,fantom
2022-10-29,0.227,fantom
2022-10-30,0.232,fantom
2022-10-31,0.238,fantom
2022-11-01,0.237,fantom
2022-11-02,0.225,fantom
2022-11-03,0.249,fantom
2022-11-04,0.272,fantom
2022-11-05,0.293,fantom
2022-11-06,0.282,fantom
2022-11-07,0.264,fantom
2022-11-08,0.24,fantom
2022-11-09,0.199,fantom
